taxa	Garcia_Sl	Garcia_Se	Chen_Ha	
CAH1635250.1	100			
CAH1635250.1	100			
CAH1635250.1	100			
CAH1635250.1	100			
CAH1635250.1	100			
CAH1635250.1	100			
CAH1635251.1	100			
CAH1635252.1	100			
CAH1635251.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635251.1	100			
CAH1635252.1	100			
CAH1635251.1	100			
CAH1635251.1	100			
CAH1635251.1	100			
CAH1635251.1	100			
CAH1635914.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635251.1	100			
CAH1635251.1	100			
CAH1635251.1	100			
CAH1635252.1	100			
CAH1638984.1	100			
CAH1635249.1	100			
CAH1635251.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1640947.1	100			
CAH1640947.1	100			
CAH1640947.1	100			
CAH1638018.1	100			
CAH1636851.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636850.1	100			
CAH1636848.1	100			
CAH1636848.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636854.1	100			
CAH1636854.1	100			
CAH1647281.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1640206.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1640947.1	100			
CAH1641727.1	100			
CAH1636771.1	100			
CAH1647274.1	100			
CAH1639377.1	100			
CAH1636850.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639376.1	100			
CAH1639376.1	100			
CAH1638377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1639587.1	100			
CAH1639586.1	100			
CAH1639587.1	100			
CAH1639587.1	100			
CAH1639587.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639583.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639581.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639580.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1639582.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636851.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1636850.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644249.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1644591.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1635915.1	100			
CAH1636847.1	100			
CAH1636845.1	100			
CAH1636845.1	100			
CAH1636845.1	100			
CAH1636842.1	100			
CAH1636843.1	100			
CAH1636843.1	100			
CAH1636843.1	100			
CAH1636843.1	100			
CAH1636843.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1645733.1	100			
CAH1647281.1	100			
CAH1647281.1	100			
CAH1647281.1	100			
CAH1647281.1	100			
CAH1647281.1	100			
CAH1647281.1	100			
CAH1647281.1	100			
CAH1647281.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1647280.1	100			
CAH1636856.1	100			
CAH1636856.1	100			
CAH1636856.1	100			
CAH1636856.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1636855.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1635526.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641917.1	100			
CAH1641917.1	100			
CAH1641917.1	100			
CAH1641917.1	100			
CAH1641917.1	100			
CAH1641917.1	100			
CAH1641917.1	100			
CAH1641917.1	100			
CAH1641770.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1638098.1	100			
CAH1635912.1	100			
CAH1635911.1	100			
CAH1635913.1	100			
CAH1635912.1	100			
CAH1635911.1	100			
CAH1635913.1	100			
CAH1635913.1	100			
CAH1635913.1	100			
CAH1635913.1	100			
CAH1635916.1	100			
CAH1635913.1	100			
CAH1635916.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1636734.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1641110.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1642684.1	100			
CAH1636851.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1636851.1	100			
CAH1636849.1	100			
CAH1636849.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1641131.1	100			
CAH1638377.1	100			
CAH1639375.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1639377.1	100			
CAH1635916.1	100			
CAH1635916.1	100			
CAH1635916.1	100			
CAH1635916.1	100			
CAH1635916.1	100			
CAH1639853.1	100			
CAH1634685.1	100			
CAH1634685.1	100			
CAH1634684.1	100			
CAH1634685.1	100			
CAH1634684.1	100			
CAH1634685.1	100			
CAH1634685.1	100			
CAH1634684.1	100			
CAH1634684.1	100			
CAH1634685.1	100			
CAH1647273.1	100			
CAH1647273.1	100			
CAH1647273.1	100			
CAH1647273.1	100			
CAH1647273.1	100			
CAH1647274.1	100			
CAH1647274.1	100			
CAH1647274.1	100			
CAH1647274.1	100			
CAH1647274.1	100			
CAH1647274.1	100			
CAH1647274.1	100			
CAH1641197.1	100			
CAH1647274.1	100			
CAH1647274.1	100			
CAH1647273.1	100			
CAH1647273.1	100			
CAH1647274.1	100			
CAH1647274.1	100			
CAH1647273.1	100			
CAH1642673.1	100			
CAH1642673.1	100			
CAH1642673.1	100			
CAH1642673.1	100			
CAH1642673.1	100			
CAH1642673.1	100			
CAH1642673.1	100			
CAH1642673.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1637084.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1639580.1	100			
CAH1637834.1	100			
CAH1642717.1	100			
CAH1637834.1	100			
CAH1637834.1	100			
CAH1637834.1	100			
CAH1637834.1	100			
CAH1637834.1	100			
CAH1637834.1	100			
CAH1637834.1	100			
CAH1637834.1	100			
CAH1643868.1	100			
CAH1643868.1	100			
CAH1643868.1	100			
CAH1643868.1	100			
CAH1643868.1	100			
CAH1643868.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641769.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1641197.1	100			
CAH1638708.1	100			
CAH1638710.1	100			
CAH1638708.1	100			
CAH1638708.1	100			
CAH1638708.1	100			
CAH1638708.1	100			
CAH1638708.1	100			
CAH1638708.1	100			
CAH1638708.1	100			
CAH1638708.1	100			
CAH1637290.1	100			
CAH1637290.1	100			
CAH1637290.1	100			
CAH1637290.1	100			
CAH1637290.1	100			
CAH1637290.1	100			
CAH1637290.1	100			
CAH1637290.1	100			
CAH1637290.1	100			
CAH1647276.1	100			
CAH1647276.1	100			
CAH1647276.1	100			
CAH1647276.1	100			
CAH1647276.1	100			
CAH1647276.1	100			
CAH1647276.1	100			
CAH1647276.1	100			
CAH1647277.1	100			
CAH1647277.1	100			
CAH1647277.1	100			
CAH1647277.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1645529.1	100			
CAH1640697.1	100			
CAH1640697.1	100			
CAH1640697.1	100			
CAH1637458.1	100			
CAH1637458.1	100			
CAH1637458.1	100			
CAH1637458.1	100			
CAH1637458.1	100			
CAH1637458.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1646933.1	100			
CAH1641427.1	100			
CAH1635250.1	100			
CAH1635250.1	100			
CAH1635250.1	100			
CAH1635249.1	100			
CAH1635249.1	100			
CAH1635250.1	100			
CAH1635250.1	100			
CAH1635250.1	100			
CAH1642092.1	100			
CAH1642092.1	100			
CAH1642092.1	100			
CAH1642092.1	100			
CAH1642092.1	100			
CAH1642092.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1635252.1	100			
CAH1644018.1	100			
CAH1644018.1	100			
CAH1644018.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1640206.1	100			
CAH1636846.1	100			
CAH1636846.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1640928.1	100			
CAH1643190.1	100			
CAH1643190.1	100			
CAH1643189.1	100			
CAH1643189.1	100			
CAH1643189.1	100			
CAH1643189.1	100			
CAH1643189.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646625.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646629.1	100			
CAH1646600.1	100			
CAH1646600.1	100			
CAH1646600.1	100			
CAH1646600.1	100			
CAH1646600.1	100			
CAH1638154.1	100			
CAH1638154.1	100			
CAH1638154.1	100			
CAH1638154.1	100			
CAH1638154.1	100			
CAH1638154.1	100			
CAH1635355.1	100			
CAH1635355.1	100			
CAH1635355.1	100			
CAH1635355.1	100			
CAH1635355.1	100			
CAH1635355.1	100			
CAH1635355.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1645055.1	100			
CAH1637461.1	100			
CAH1637461.1	100			
CAH1642684.1	100			
CAH1646934.1	100			
CAH1646934.1	100			
CAH1646934.1	100			
CAH1646934.1	100			
CAH1646934.1	100			
CAH1646934.1	100			
CAH1647174.1	100			
CAH1647174.1	100			
CAH1647174.1	100			
CAH1647174.1	100			
CAH1647174.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1642683.1	100			
CAH1635063.1	100			
CAH1635063.1	100			
CAH1635063.1	100			
CAH1635063.1	100			
CAH1635063.1	100			
CAH1635063.1	100			
CAH1635063.1	100			
CAH1643307.1	100			
CAH1643305.1	100			
CAH1643307.1	100			
CAH1643308.1	100			
CAH1643309.1	100			
CAH1643309.1	100			
CAH1640126.1	100			
CAH1640126.1	100			
CAH1640126.1	100			
CAH1640126.1	100			
CAH1640126.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636850.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1636861.1	100			
CAH1647274.1	100			
CAH1637293.1	100			
CAH1637293.1	100			
CAH1637293.1	100			
CAH1637298.1	100			
CAH1637298.1	100			
CAH1637298.1	100			
CAH1637298.1	100			
CAH1637293.1	100			
CAH1637298.1	100			
CAH1638727.1	100			
CAH1638727.1	100			
CAH1638727.1	100			
CAH1638727.1	100			
